Price,Size,Address,Price Per Square Meter,Price Per Square Meter Integer,Latitude,Longitude
€ 390.000,63 m²,"Bilocale ottimo stato, quarto piano, Ascanio Sforza, Milano",€6190 / m^2,6190,45.4485533,9.1775747
€ 990.000,143 m²,"Trilocale viale Emilio Caldara 35, Quadronno - Crocetta, Milano",€6923 / m^2,6923,45.4556074,9.2031386
€ 1.420.000,130 m²,"Quadrilocale via della Moscova 46, Moscova, Milano",€10923 / m^2,10923,45.478737,9.1884125
€ 640.000,100 m²,"Trilocale via Luigi Settembrini 46, Buenos Aires, Milano",€6400 / m^2,6400,45.4810618,9.2053855
€ 375.000,70 m²,"Trilocale via Antonio Panizzi 13, Lorenteggio, Milano",€5357 / m^2,5357,45.4518048,9.1371905
da € 370.000,da 60 m²,Appartamenti di nuova costruzione a Milano,€6167 / m^2,6167,41.9455546,10.0964158
€ 1.150.000,110 m²,"Trilocale via Vincenzo Monti 55, Vincenzo Monti, Milano",€10455 / m^2,10455,45.471525,9.1660487
€ 489.000,75 m²,"Trilocale via Gaetano Strigelli 2, Martini - Insubria, Milano",€6520 / m^2,6520,45.4557588,9.2173748
€ 310.000,59 m²,"Bilocale viale Famagosta 37, Famagosta, Milano",€5254 / m^2,5254,45.4375561,9.160275
€ 820.000,90 m²,"Trilocale via Gaudenzio Ferrari, Corso Genova, Milano",€9111 / m^2,9111,45.4433508,9.1777083
"€ 280.000€ 300.000(-6,7%)",40 m²,"Bilocale via Pietro Colletta, Porta Romana - Medaglie d'Oro, Milano",€7000 / m^2,7000,45.448967,9.2052951
€ 490.000,140 m²,"Trilocale via San Luca 10, Ticinese, Milano",€3500 / m^2,3500,45.4546755,9.1850026
€ 620.000,80 m²,"Trilocale via Gian Carlo Castelbarco 2, Corso San Gottardo, Milano",€7750 / m^2,7750,45.4505181,9.1825657
€ 625.000,115 m²,"Trilocale via Carlo Bertolazzi 6, Lambrate, Milano",€5435 / m^2,5435,45.483578,9.2391987
€ 429.000,100 m²,"Trilocale via ROVIGNO 26, Turro, Milano",€4290 / m^2,4290,45.5017404,9.2192641
€ 285.000,69 m²,"Bilocale via dell'Allodola 16, Inganni, Milano",€4130 / m^2,4130,45.4558265,9.1219174
€ 280.000,70 m²,"Bilocale via stefanardo da vimercate 23, Gorla, Milano",€4000 / m^2,4000,45.5049019,9.2245568
€ 695.000,96 m²,"Trilocale via Lamarmora 40A, Quadronno - Crocetta, Milano",€7240 / m^2,7240,45.4564891,9.2032424
€ 1.090.000,240 m²,"Appartamento via Serio 6, Ripamonti, Milano",€4542 / m^2,4542,45.4413954,9.2007393
€ 478.000,60 m²,"Monolocale via Fontana 22, Guastalla, Milano",€7967 / m^2,7967,45.4613018,9.2054952
€ 1.190.000,150 m²,"Appartamento via Tagliamento 1, Lodi - Brenta, Milano",€7933 / m^2,7933,45.4430554,9.2183603
€ 1.680.000,210 m²,"Appartamento via Fra' Gerolamo Savonarola 4, Sempione, Milano",€8000 / m^2,8000,45.4829333,9.1612198
€ 495.000,123 m²,"Quadrilocale via Caduti di Marcinelle 18, Rubattino, Milano",€4024 / m^2,4024,45.4782836,9.2499433
€ 260.000,50 m²,"Bilocale viale Liguria 40, Famagosta, Milano",€5200 / m^2,5200,45.4402469,9.1674824
€ 125.000,41 m²,"Bilocale via Terni 7, Baggio, Milano",€3049 / m^2,3049,45.4654095,9.0905823
"€ 310.000€ 330.000(-6,1%)",56 m²,"Bilocale via Roncaglia 25, Washington, Milano",€5536 / m^2,5536,45.4745214,9.1789037
€ 349.000,82 m²,"Trilocale viale Certosa, Certosa, Milano",€4256 / m^2,4256,45.4986904,9.1374656
€ 980.000,123 m²,"Appartamento via Antonio Canova, Arco della Pace, Milano",€7967 / m^2,7967,45.4756927,9.1724514
€ 180.000,44 m²,"Bilocale via MARTINELLA 3, Bisceglie, Milano",€4091 / m^2,4091,45.4550448,9.1157229
€ 2.678.000,241 m²,"Attico via Daniele Crespi 16, Corso Genova, Milano",€11112 / m^2,11112,45.4571431,9.1744056
€ 398.000,65 m²,"Bilocale via Generale Giuseppe Govone 52, Cenisio, Milano",€6123 / m^2,6123,45.4896735,9.1640327
€ 798.000,127 m²,"Quadrilocale corso 22 Marzo 41, Plebisciti - Susa, Milano",€6283 / m^2,6283,45.4623427,9.2188765
€ 560.000,90 m²,"Trilocale via Paolo Lomazzo 45, Sempione, Milano",€6222 / m^2,6222,45.4841793,9.1699819
€ 965.000,126 m²,"Trilocale via Daniele Crespi 16, Corso Genova, Milano",€7659 / m^2,7659,45.4571431,9.1744056
€ 450.000,93 m²,"Trilocale via Alghero, Gorla, Milano",€4839 / m^2,4839,45.5052622,9.2260484
€ 995.000,177 m²,"Quadrilocale via Eleuterio Pagliano 33, Monte Rosa - Lotto, Milano",€5621 / m^2,5621,45.4734764,9.1485058
€ 397.000,107 m²,"Trilocale via Gozzadini 6, San Siro, Milano",€3710 / m^2,3710,45.4729798,9.1319252
€ 295.000,43 m²,"Bilocale via Giovanni Battista Sammartini 21, Centrale, Milano",€6860 / m^2,6860,45.4920003,9.2086504
€ 438.000,55 m²,"Bilocale via Londonio, 22., Paolo Sarpi, Milano",€7964 / m^2,7964,45.4807379,9.1687525
€ 265.000,64 m²,"Trilocale via Padre Reginaldo Giuliani 10A, Greco - Segnano, Milano",€4141 / m^2,4141,45.5032549,9.2031018
€ 575.000,145 m²,"Trilocale piazza Vesuvio 1, Dezza, Milano",€3966 / m^2,3966,45.4606666,9.1595059
€ 595.000,70 m²,"Bilocale piazza Vetra, Carrobbio, Milano",€8500 / m^2,8500,45.4627338,9.1777323
€ 3.350.000,355 m²,"Appartamento via Francesco Sforza, Quadronno - Crocetta, Milano",€9437 / m^2,9437,45.4557934,9.1960839
"€ 195.000€ 210.000(-7,1%)",70 m²,"Trilocale viale Omero, Corvetto, Milano",€2786 / m^2,2786,45.4339222,9.2240444
€ 498.000,70 m²,"Bilocale via San Gregorio 44, Repubblica, Milano",€7114 / m^2,7114,45.4811956,9.2014183
€ 695.000,145 m²,"Quadrilocale via dei Benedettini, Bande Nere, Milano",€4793 / m^2,4793,45.4603487,9.1323571
€ 2.350.000,265 m²,"Appartamento via Francesco Sforza, Quadronno - Crocetta, Milano",€8868 / m^2,8868,45.4557934,9.1960839
€ 269.000,60 m²,"Bilocale via Sebastiano Serlio 9, Corvetto, Milano",€4483 / m^2,4483,45.4427214,9.2215305
€ 195.000,60 m²,"Bilocale via Giambellino 141, Giambellino, Milano",€3250 / m^2,3250,45.4490301,9.1409338
€ 395.000,60 m²,"Trilocale via Carlo Farini 47, Isola, Milano",€6583 / m^2,6583,45.492542,9.1842868
€ 620.000,74 m²,"Trilocale via Giovanni da Procida 16, Sempione, Milano",€8378 / m^2,8378,45.4801258,9.1613899
€ 625.000,105 m²,"Bilocale via Paolo Lomazzo 4, Paolo Sarpi, Milano",€5952 / m^2,5952,45.4808736,9.1735355
€ 1.850.000,180 m²,"Appartamento via Vittoria Colonna, Amendola - Buonarroti, Milano",€10278 / m^2,10278,45.4691629,9.1512614
€ 598.000,100 m²,"Trilocale via Arnaldo da Brescia 5, Isola, Milano",€5980 / m^2,5980,45.4903821,9.1820985
€ 340.000,41 m²,"Bilocale via Vigevano 41, Navigli - Darsena, Milano",€8293 / m^2,8293,45.4529826,9.1707939
€ 445.000,75 m²,"Bilocale via Malachia Marchesi de' Taddei 15, Frua, Milano",€5933 / m^2,5933,45.4626619,9.1504622
€ 1.150.000,171 m²,"Quadrilocale via Castelfidardo 8, Moscova, Milano",€6725 / m^2,6725,45.4786188,9.1895435
€ 268.000,65 m²,"Bilocale via Nicolò Barabino 3, Corvetto, Milano",€4123 / m^2,4123,45.4342725,9.2234041
€ 229.000,70 m²,"Trilocale via Privata Paolo Paruta 38, Cimiano, Milano",€3271 / m^2,3271,45.5045365,9.239492
€ 490.000,120 m²,"Trilocale via Aristotele 15, Gorla, Milano",€4083 / m^2,4083,45.506084,9.2242207
€ 827.000,95 m²,"Trilocale via Ausonio, Corso Genova, Milano",€8705 / m^2,8705,45.4580664,9.1743178
€ 209.000,58 m²,"Bilocale via dei Cinquecento 5, Corvetto, Milano",€3603 / m^2,3603,45.4411116,9.2233212
€ 580.000,90 m²,"Trilocale via Donato Bramante, Paolo Sarpi, Milano",€6444 / m^2,6444,45.4818204,9.1795251
€ 699.000,171 m²,"Quadrilocale via delle Tuberose 8, Bande Nere, Milano",€4088 / m^2,4088,45.4598892,9.1359504
€ 539.000,115 m²,"Trilocale via Palmanova 28, Udine, Milano",€4687 / m^2,4687,45.7974746,11.2629644
€ 950.000,135 m²,"Attico via Tommaso Gulli, Piazzale Siena, Milano",€7037 / m^2,7037,45.464653,9.132401
€ 840.000,300 m²,"Quadrilocale via Nicola d'Apulia 9, Rovereto, Milano",€2800 / m^2,2800,45.4948439,9.2175796
€ 229.000,41 m²,"Bilocale via Riva di Trento 1, Corvetto, Milano",€5585 / m^2,5585,45.4387219,9.2160952
€ 453.000,74 m²,"Bilocale via Generale Giuseppe Govone, Cenisio, Milano",€6122 / m^2,6122,45.4916316,9.164213
€ 475.000,50 m²,"Bilocale via Amerigo Vespucci 7, Porta Nuova, Milano",€9500 / m^2,9500,45.4811713,9.1927557
€ 325.000,65 m²,"Trilocale via Gian Francesco Pizzi 23, Ripamonti, Milano",€5000 / m^2,5000,45.4425636,9.2003258
€ 1.160.000,214 m²,"Appartamento via Pompeo Neri 13, Tripoli - Soderini, Milano",€5421 / m^2,5421,45.4558955,9.1447161
€ 740.000,104 m²,"Trilocale via Ariberto 17, Corso Genova, Milano",€7115 / m^2,7115,45.4578726,9.1743836
€ 168.000,56 m²,"Bilocale via Punta Licosa 14, Cascina Merlata - Musocco, Milano",€3000 / m^2,3000,45.509318,9.1096844
€ 215.000,55 m²,"Bilocale viale Certosa 95., Certosa, Milano",€3909 / m^2,3909,45.494776,9.1382023
€ 1.096.000,104 m²,"Quadrilocale piazza della Repubblica 18, Repubblica, Milano",€10538 / m^2,10538,45.4786358,9.1985872
€ 800.000,70 m²,"Bilocale via Alessio di Tocqueville 15, Garibaldi - Corso Como, Milano",€11429 / m^2,11429,45.4819614,9.1858631
€ 690.000,120 m²,"Trilocale via Antonio Lecchi 15, Navigli - Darsena, Milano",€5750 / m^2,5750,45.4443447,9.1741107
€ 320.000,80 m²,"Trilocale via INGANNI, Inganni, Milano",€4000 / m^2,4000,45.4513287,9.1242684
€ 995.000,140 m²,"Quadrilocale via Giulio Uberti 12, Indipendenza, Milano",€7107 / m^2,7107,45.470128,9.2162351
€ 298.000,55 m²,"Bilocale via Sismondi, 41, Argonne - Corsica, Milano",€5418 / m^2,5418,43.4146104,9.0516885
€ 445.000,57 m²,"Bilocale via Bartolomeo Panizza 8, Vercelli - Wagner, Milano",€7807 / m^2,7807,45.4646857,9.1633213
€ 398.000,68 m²,"Bilocale via Luigi Canonica 64, Paolo Sarpi, Milano",€5853 / m^2,5853,45.4794601,9.1745727
€ 1.090.000,286 m²,"Appartamento via Marcantonio dal Re, Certosa, Milano",€3811 / m^2,3811,45.4926589,9.1472694
€ 525.000,48 m²,"Bilocale via Senato, Palestro, Milano",€10938 / m^2,10938,45.4699215,9.1753095
€ 1.980.000,174 m²,"Appartamento corso di Porta Nuova, Turati, Milano",€11379 / m^2,11379,45.4743645,9.1865527
€ 490.000,75 m²,"Bilocale via Francesco Redi 18, Morgagni, Milano",€6533 / m^2,6533,45.4774653,9.2124928
€ 650.000,159 m²,"Trilocale via degli Imbriani 15, Bovisa, Milano",€4088 / m^2,4088,45.501053,9.1669163
€ 1.420.000,130 m²,"Trilocale via della Moscova 46/1, Moscova, Milano",€10923 / m^2,10923,45.4797987,9.1843496
"€ 185.000€ 195.000(-5,1%)",55 m²,"Bilocale via Lodovico il Moro 105, Tre Castelli - Faenza, Milano",€3364 / m^2,3364,44.8586202,10.526534
€ 940.000,134 m²,"Trilocale piazza Irnerio, Washington, Milano",€7015 / m^2,7015,45.4597824,9.1538619
€ 1.740.000,210 m²,"Appartamento via Gabriele Falloppio 5, Casoretto, Milano",€8286 / m^2,8286,45.4882407,9.2252911
€ 325.000,55 m²,"Bilocale via Mauro Macchi, Centrale, Milano",€5909 / m^2,5909,45.4850977,9.2064378
€ 300.000,63 m²,"Trilocale via Console Marcello 10, Bovisa, Milano",€4762 / m^2,4762,45.4996353,9.1493217
€ 874.000,170 m²,"Trilocale via Avancinio Avancini 16, Chiesa Rossa, Milano",€5141 / m^2,5141,45.4287863,9.1764096
€ 265.000,65 m²,"Bilocale via Prato, Bisceglie, Milano",€4077 / m^2,4077,45.4539603,9.1201647
€ 240.000,61 m²,"Trilocale via Paolo dal Pozzo Toscanelli 3, Crescenzago, Milano",€3934 / m^2,3934,45.5039504,9.2415314
€ 1.750.000,224 m²,"Attico via Antonio Bronzino 9, Città Studi, Milano",€7812 / m^2,7812,45.4791539,9.2221746
€ 215.000,60 m²,"Bilocale via NUORO 42, Gorla, Milano",€3583 / m^2,3583,45.5044291,9.2316461
€ 1.730.000,200 m²,"Quadrilocale via Giuseppe Vigoni 13, Ticinese, Milano",€8650 / m^2,8650,45.4547035,9.1895636
€ 250.000,105 m²,"Trilocale via Val Cavallina 15, Muggiano, Milano",€2381 / m^2,2381,45.4528854,9.0698084
€ 780.000,130 m²,"Quadrilocale piazza Piemonte, Washington, Milano",€6000 / m^2,6000,45.4660953,9.1552369
€ 700.000,110 m²,"Bilocale via Cesare da Sesto 18, Corso Genova, Milano",€6364 / m^2,6364,45.4572013,9.1752184
€ 208.000,58 m²,"Bilocale via Mincio 30, Corvetto, Milano",€3586 / m^2,3586,45.4382448,9.218796
€ 188.000,45 m²,"Bilocale via Mincio 30, Corvetto, Milano",€4178 / m^2,4178,45.4382448,9.218796
€ 950.000,130 m²,"Trilocale via Gerolamo Cardano 8, Melchiorre Gioia, Milano",€7308 / m^2,7308,45.4855553,9.1975672
"€ 550.000€ 588.000(-6,5%)",115 m²,"Trilocale via Giovanni Pierluigi da Palestrina 18, Centrale, Milano",€4783 / m^2,4783,45.4869828,9.2108641
€ 715.000,105 m²,"Appartamento viale Andrea Doria 17, Centrale, Milano",€6810 / m^2,6810,45.4859934,9.2111678
€ 1.229.600,135 m²,"Quadrilocale via San Cristoforo 6, Piazza Napoli, Milano",€9108 / m^2,9108,45.4514813,9.1544477
€ 280.000,92 m²,"Quadrilocale via Sant'Abbondio 13, Chiesa Rossa, Milano",€3043 / m^2,3043,45.4253617,9.1715422
€ 248.000,90 m²,"Trilocale via Francesco Cilea 32, Gallaratese, Milano",€2756 / m^2,2756,45.4956016,9.1056121
€ 279.000,42 m²,"Bilocale via Paullo 2, Cadore, Milano",€6643 / m^2,6643,45.4594882,9.2116803
€ 198.000,55 m²,"Bilocale via Giuseppe Maria Giulietti 8, Crescenzago, Milano",€3600 / m^2,3600,45.5088291,9.2472262
€ 760.000,180 m²,"Quadrilocale corso di Porta Romana, Quadronno - Crocetta, Milano",€4222 / m^2,4222,45.4526081,9.2053004
€ 700.000,121 m²,"Trilocale viale Brianza 15, Centrale, Milano",€5785 / m^2,5785,45.5417551,9.2933703
€ 649.000,130 m²,"Trilocale via delle Foppette 4, Solari, Milano",€4992 / m^2,4992,45.4508802,9.1558459
€ 790.000,132 m²,"Trilocale via Costanza Arconati 2, Martini - Insubria, Milano",€5985 / m^2,5985,45.4579295,9.217571
€ 1.690.000,168 m²,"Quadrilocale corso Magenta 77, San Vittore, Milano",€10060 / m^2,10060,45.4655502,9.1682386
€ 1.540.000,120 m²,"Trilocale via della Moscova 51, Moscova, Milano",€12833 / m^2,12833,45.4796516,9.184908
€ 669.000,76 m²,"Bilocale via Masaccio 3, Monte Rosa - Lotto, Milano",€8803 / m^2,8803,45.4798638,9.1469023
€ 1.200.000,140 m²,"Appartamento viale Monte Grappa 14, Garibaldi - Corso Como, Milano",€8571 / m^2,8571,45.4809719,9.1895105
€ 329.000,75 m²,"Trilocale via Giuseppe Pogatschnig 40, QT8, Milano",€4387 / m^2,4387,45.4852056,9.1363464
"€ 995.000€ 1.050.000(-5,2%)",166 m²,"Quadrilocale via Giuseppe Ripamonti 257, Vigentino - Fatima, Milano",€5994 / m^2,5994,45.4271427,9.203094
€ 328.000,100 m²,"Trilocale via Triboniano, Certosa, Milano",€3280 / m^2,3280,45.5084615,9.1211791
€ 265.000,60 m²,"Loft via Giacomo Zanella, Argonne - Corsica, Milano",€4417 / m^2,4417,45.4634865,9.1956001
€ 689.000,102 m²,"Trilocale via Giovanni Battista Piranesi 38, Porta Vittoria, Milano",€6755 / m^2,6755,45.4602603,9.227268
€ 490.000,84 m²,"Bilocale via Pisanello 26, Gambara, Milano",€5833 / m^2,5833,45.4654983,9.1404248
€ 1.190.000,151 m²,"Appartamento via Carlo Pisacane 36, Porta Venezia, Milano",€7881 / m^2,7881,45.4729166,9.2113221
€ 890.000,180 m²,"Appartamento via Eugenio Pellini 3, Maggiolina, Milano",€4944 / m^2,4944,45.4962511,9.2032992
€ 1.150.000,160 m²,"Quadrilocale viale Tunisia 32, Repubblica, Milano",€7188 / m^2,7188,45.4788825,9.2024898
€ 324.000,45 m²,"Bilocale via Giovanni Battista Viotti 3, Città Studi, Milano",€7200 / m^2,7200,45.4833047,9.2369136
€ 1.750.000,345 m²,"Villa unifamiliare via Antonio Picozzi 7, Casoretto, Milano",€5072 / m^2,5072,45.4884297,9.2314431
€ 1.600.000,171 m²,"Quadrilocale piazza della Repubblica 22, Repubblica, Milano",€9357 / m^2,9357,45.4791536,9.1993798
€ 460.000,50 m²,"Bilocale via Antonio Bronzino 6, Città Studi, Milano",€9200 / m^2,9200,45.4785742,9.2223441
€ 298.000,84 m²,"Trilocale piazzale Segesta, San Siro, Milano",€3548 / m^2,3548,45.4747075,9.1278971
€ 495.000,125 m²,"Quadrilocale via Walter Tobagi 2, Tre Castelli - Faenza, Milano",€3960 / m^2,3960,44.8575464,10.5318717
€ 255.000,76 m²,"Trilocale via Demonte 1, Prato Centenaro, Milano",€3355 / m^2,3355,45.5106182,9.19929
€ 785.000,141 m²,"Quadrilocale via Vigilio Inama, Città Studi, Milano",€5567 / m^2,5567,45.47284,9.2328349
€ 430.000,65 m²,"Bilocale viale Col di Lana, Ticinese, Milano",€6615 / m^2,6615,45.4525547,9.1833378
€ 550.000,80 m²,"Trilocale via Mauro Macchi 38, Centrale, Milano",€6875 / m^2,6875,45.485839,9.2087668
€ 229.000,72 m²,"Bilocale via Leonardo Bistolfi 8, Lambrate, Milano",€3181 / m^2,3181,45.4770556,9.2361359
€ 980.000,232 m²,"Appartamento ottimo stato, terzo piano, San Siro, Milano",€4224 / m^2,4224,45.4825763,9.1215614
€ 430.000,86 m²,"Trilocale via Giulio Carcano 25, Pezzotti - Meda, Milano",€5000 / m^2,5000,45.4403452,9.1823851
€ 499.000,100 m²,"Trilocale piazza Francesco Durante 6, Casoretto, Milano",€4990 / m^2,4990,45.4888836,9.2248287
€ 650.000,90 m²,"Trilocale via Giovanni da Procida 37, Sempione, Milano",€7222 / m^2,7222,45.4797089,9.1620875
da € 347.000,da 72 m²,Appartamenti di nuova costruzione a Milano,€4819 / m^2,4819,41.9455546,10.0964158
"€ 185.000€ 195.000(-5,1%)",49 m²,"Bilocale via Palmanova, Cimiano, Milano",€3776 / m^2,3776,45.5040115,9.2458081
€ 440.000,60 m²,"Bilocale via Filippetti, 28, Porta Romana - Medaglie d'Oro, Milano",€7333 / m^2,7333,45.4520192,9.2008282
€ 990.000,90 m²,"Trilocale buono stato, quarto piano, Arco della Pace, Milano",€11000 / m^2,11000,45.4803065,9.170483
€ 440.000,105 m²,"Trilocale via Mac Mahon 89, Ghisolfa - Mac Mahon, Milano",€4190 / m^2,4190,45.4893166,9.1636448
€ 583.800,68 m²,"Bilocale via San Cristoforo 6, Piazza Napoli, Milano",€8585 / m^2,8585,45.4514813,9.1544477
€ 415.000,72 m²,"Trilocale via dei Contarini, Città Studi, Milano",€5764 / m^2,5764,45.4733121,9.2219089
€ 850.000,150 m²,"Quadrilocale via Ruggero Boscovich 31, Centrale, Milano",€5667 / m^2,5667,45.4814186,9.2050424
€ 1.790.000,225 m²,"Appartamento via Bartolomeo Eustachi 40, Morgagni, Milano",€7956 / m^2,7956,45.4787695,9.2112323
€ 380.000,50 m²,"Bilocale via Filippetti, 28, Porta Romana - Medaglie d'Oro, Milano",€7600 / m^2,7600,45.4520192,9.2008282
€ 650.000,210 m²,"Villa unifamiliare via Antonio Carnevali 107, Bovisa, Milano",€3095 / m^2,3095,45.5019134,9.1674203
€ 748.000,162 m²,"Appartamento via Melchiorre Gioia 82, Centrale, Milano",€4617 / m^2,4617,45.4912982,9.2034682
€ 800.000,190 m²,"Appartamento via Ottaviano Vimercati 8, Precotto, Milano",€4211 / m^2,4211,45.5108659,9.2177785
€ 530.000,90 m²,"Trilocale via Beato Angelico 23/2, Città Studi, Milano",€5889 / m^2,5889,45.4713949,9.228016
€ 312.000,60 m²,"Bilocale via Bartolomeo Eustachi 4, Morgagni, Milano",€5200 / m^2,5200,45.4737114,9.2150172
€ 340.000,55 m²,"Bilocale via Maria Montessori 6, Quartiere Forlanini, Milano",€6182 / m^2,6182,45.4600651,9.2416663
€ 1.950.000,423 m²,"Appartamento corso Magenta 46, Vincenzo Monti, Milano",€4610 / m^2,4610,45.4658791,9.1746738
€ 675.000,100 m²,"Trilocale via Egadi 9, Dezza, Milano",€6750 / m^2,6750,45.4605011,9.1592655
€ 2.300.000,210 m²,"Appartamento corso Giuseppe Garibaldi, Moscova, Milano",€10952 / m^2,10952,45.4736361,9.1948951
€ 485.000,130 m²,"Quadrilocale piazzale Salvatore Farina, Maggiolina, Milano",€3731 / m^2,3731,45.4982136,9.1994782
€ 429.000,60 m²,"Bilocale via Luigi Canonica, Arena, Milano",€7150 / m^2,7150,45.4784092,9.1754267
€ 730.000,133 m²,"Trilocale via Mauro Macchi 42, Centrale, Milano",€5489 / m^2,5489,45.4848768,9.2080229
€ 2.300.000,187 m²,"Appartamento via San Maurilio, Carrobbio, Milano",€12299 / m^2,12299,45.4627338,9.1777323
€ 470.000,65 m²,"Bilocale via Lambro 12, Porta Venezia, Milano",€7231 / m^2,7231,45.4671282,9.1963529
€ 558.000,172 m²,"Villa unifamiliare via Manduria 108/4, Gratosoglio, Milano",€3244 / m^2,3244,45.4025189,9.1787596
€ 360.000,65 m²,"Bilocale viale Monza 200, Precotto, Milano",€5538 / m^2,5538,45.5130271,9.2249545
€ 535.000,85 m²,"Trilocale via Sebastiano Veniero 4, Monte Rosa - Lotto, Milano",€6294 / m^2,6294,45.483041,9.1475394
€ 1.100.000,145 m²,"Quadrilocale via Domenico Balestrieri 1, Arena, Milano",€7586 / m^2,7586,45.4784898,9.1776367
€ 350.000,50 m²,"Bilocale via Ludovico Lazzaro Zamenhof 7, Corso San Gottardo, Milano",€7000 / m^2,7000,45.4451295,9.1795559
€ 320.000,60 m²,"Loft via Gino Pollini 1, Greco - Segnano, Milano",€5333 / m^2,5333,45.5072804,9.2054002
€ 228.000,60 m²,"Monolocale via Edolo 6, Cascina dei Pomi, Milano",€3800 / m^2,3800,45.4948447,9.2075834
€ 229.000,60 m²,"Bilocale largo Promessi Sposi, Cantalupa - San Paolo, Milano",€3817 / m^2,3817,45.4607269,9.1121501
€ 1.000.000,202 m²,"Quadrilocale via Gabriele Falloppio 5, Casoretto, Milano",€4950 / m^2,4950,45.4882407,9.2252911
€ 420.000,90 m²,"Trilocale via Gavirate 25, San Siro, Milano",€4667 / m^2,4667,45.4767344,9.1399237
€ 1.323.800,133 m²,"Trilocale via San Cristoforo 6, Piazza Napoli, Milano",€9953 / m^2,9953,45.4514813,9.1544477
€ 2.350.000,187 m²,"Appartamento via Brisa, Carrobbio, Milano",€12567 / m^2,12567,45.4611513,9.1850183
€ 330.000,46 m²,"Bilocale via Paolo Veronese 2, Pagano, Milano",€7174 / m^2,7174,45.4726016,9.1574678
€ 345.000,67 m²,"Bilocale via Giulio Bergonzoli 3, Pasteur, Milano",€5149 / m^2,5149,45.4883962,9.2142267
€ 772.000,125 m²,"Trilocale via Giulio Branca 2, Piazzale Siena, Milano",€6176 / m^2,6176,45.4656999,9.1365688
€ 335.000,55 m²,"Bilocale via Negroli 6, Argonne - Corsica, Milano",€6091 / m^2,6091,43.4153789,9.0516885
€ 399.000,50 m²,"Bilocale via Melchiorre Gioia 32, Melchiorre Gioia, Milano",€7980 / m^2,7980,45.4908147,9.2027757
€ 675.000,70 m²,"Trilocale via Nino Bixio, Porta Venezia, Milano",€9643 / m^2,9643,45.4718722,9.2067057
€ 245.000,110 m²,"Quadrilocale via De Roberto  5, Vialba, Milano",€2227 / m^2,2227,45.5152109,9.1384706
€ 565.000,85 m²,"Attico via Giuseppe Meda 14, Ascanio Sforza, Milano",€6647 / m^2,6647,45.4447101,9.1790573
€ 449.000,70 m²,"Bilocale via Troilo, Ascanio Sforza, Milano",€6414 / m^2,6414,45.4488774,9.1879273
da € 629.000,da 111 m²,Appartamenti di nuova costruzione a Milano,€5667 / m^2,5667,41.9455546,10.0964158
€ 265.000,67 m²,"Bilocale viale Certosa 181, Certosa, Milano",€3955 / m^2,3955,45.495276,9.1377959
"€ 509.000€ 548.000(-7,1%)",70 m²,"Bilocale via via Angelo della Pergola 3, Isola, Milano",€7271 / m^2,7271,45.4879872,9.1883437
€ 3.350.000,210 m²,"Quadrilocale via Giovanni Battista Pirelli 35, Melchiorre Gioia, Milano",€15952 / m^2,15952,45.4851982,9.1964043
€ 3.950.000,390 m²,"Appartamento piazza Giovanni Amendola, Amendola - Buonarroti, Milano",€10128 / m^2,10128,45.4735619,9.151326
€ 870.000,103 m²,"Trilocale piazza Arnoldo Mondadori, Ticinese, Milano",€8447 / m^2,8447,45.4633732,9.2006547
€ 190.000,50 m²,"Monolocale via Apelle 58, Precotto, Milano",€3800 / m^2,3800,45.5101513,9.2268276
€ 1.330.000,139 m²,"Quadrilocale Alzaia Naviglio Pavese 12, Navigli - Darsena, Milano",€9568 / m^2,9568,45.4506963,9.1775401
€ 560.000,93 m²,"Trilocale via Bergamo 12, Montenero, Milano",€6022 / m^2,6022,45.4566143,9.2081057
€ 1.150.000,140 m²,"Quadrilocale via Tarvisio, Maggiolina, Milano",€8214 / m^2,8214,45.4980469,9.2059467
€ 219.000,50 m²,"Bilocale viale Sarca, 198, Bicocca, Milano",€4380 / m^2,4380,45.5164557,9.2100918
€ 139.000,34 m²,"Monolocale via Del Mare 55, Cantalupa - San Paolo, Milano",€4088 / m^2,4088,45.4192257,9.1580221
€ 690.000,119 m²,"Quadrilocale via Franco Tosi 12, Barona, Milano",€5798 / m^2,5798,45.444132,9.1563058
€ 1.800.000,190 m²,"Appartamento piazza Giovanni Amendola, Amendola - Buonarroti, Milano",€9474 / m^2,9474,45.4735619,9.151326
€ 310.000,86 m²,"Trilocale via Cesare Brivio 7, Dergano, Milano",€3605 / m^2,3605,45.5040594,9.1771165
€ 1.450.000,242 m²,"Appartamento ottimo stato, sesto piano, Buenos Aires, Milano",€5992 / m^2,5992,45.4796507,9.2109085
€ 335.000,59 m²,"Bilocale via Bonaventura Zumbini 37, Famagosta, Milano",€5678 / m^2,5678,45.4390814,9.1581851
€ 360.000,60 m²,"Bilocale corso Ventidue Marzo 43, Plebisciti - Susa, Milano",€6000 / m^2,6000,45.4623663,9.2192711
€ 790.000,105 m²,"Trilocale via belfiore 16, Vercelli - Wagner, Milano",€7524 / m^2,7524,45.4678409,9.1575414
€ 490.000,115 m²,"Trilocale via Giuseppe Massarenti 22, San Siro, Milano",€4261 / m^2,4261,45.4692011,9.1399257
€ 998.000,228 m²,"Villa unifamiliare via Gasparo da Salò 12, Maggiolina, Milano",€4377 / m^2,4377,45.4965633,9.2025571
