Price,Size,Address,Price Per Square Meter,Price Per Square Meter Integer,Latitude,Longitude
€ 1.050.000,152 m²,"Trilocale via Monte Bianco 1, Monte Rosa - Lotto, Milano",€6908 / m^2,6908,45.4744676,9.1508082
€ 357.000,54 m²,"Bilocale via Monte Nevoso 2, Casoretto, Milano",€6611 / m^2,6611,45.4864367,9.2349332
€ 320.000,80 m²,"Trilocale piazza Greco 10, Greco - Segnano, Milano",€4000 / m^2,4000,45.5009493,9.2111154
€ 338.000,46 m²,"Monolocale via Cesare da Sesto 10, Corso Genova, Milano",€7348 / m^2,7348,45.4576008,9.1747717
€ 840.000,106 m²,"Trilocale viale Berengario, Monte Rosa - Lotto, Milano",€7925 / m^2,7925,45.4780076,9.1449604
€ 895.000,165 m²,"Quadrilocale via Moretto da Brescia, Città Studi, Milano",€5424 / m^2,5424,45.4726486,9.2285989
€ 660.000,260 m²,"Appartamento via Felice Casati 33A, Repubblica, Milano",€2538 / m^2,2538,45.4782595,9.2048172
€ 460.000,70 m²,"Bilocale piazza Guglielmo Oberdan, Porta Venezia, Milano",€6571 / m^2,6571,45.4764672,9.2066635
€ 630.000,90 m²,"Trilocale piazza della Repubblica, Repubblica, Milano",€7000 / m^2,7000,45.4788936,9.2008662
€ 253.000,40 m²,"Monolocale via Albrecht Dürer, Gambara, Milano",€6325 / m^2,6325,45.4649998,9.1429548
€ 1.390.000,145 m²,"Quadrilocale via Pietro Mascagni, Palestro, Milano",€9586 / m^2,9586,45.4662912,9.2032066
€ 330.000,84 m²,"Trilocale viale Murillo 21, San Siro, Milano",€3929 / m^2,3929,45.4567146,9.1463527
€ 595.000,90 m²,"Trilocale piazza Sant'Agostino, San Vittore, Milano",€6611 / m^2,6611,45.4613885,9.1708717
€ 299.000,85 m²,"Trilocale viale Pisa, Piazzale Siena, Milano",€3518 / m^2,3518,45.4636588,9.1384769
€ 547.300,102 m²,"Trilocale via Massimiano, Lambrate, Milano",€5366 / m^2,5366,45.4834728,9.2373655
€ 1.650.000,220 m²,"Quadrilocale via Domenichino, Amendola - Buonarroti, Milano",€7500 / m^2,7500,45.4740157,9.1499582
€ 230.000,70 m²,"Bilocale piazza Pompeo Castelli 10, Bovisa, Milano",€3286 / m^2,3286,45.4995157,9.1517683
€ 1.012.000,167 m²,"Quadrilocale via Gallarate 3, Certosa, Milano",€6060 / m^2,6060,45.493339,9.1427502
€ 449.000,111 m²,"Trilocale viale Corsica 16, Porta Vittoria, Milano",€4045 / m^2,4045,45.4609636,9.2247669
€ 790.000,79 m²,"Trilocale via Mauro Macchi 61, Centrale, Milano",€10000 / m^2,10000,45.4848768,9.2080229
€ 3.950.000,390 m²,"Appartamento piazza Giovanni Amendola 3, Amendola - Buonarroti, Milano",€10128 / m^2,10128,45.4733937,9.1510246
€ 310.000,95 m²,"Quadrilocale via Jacopino da Tradate 14, Certosa, Milano",€3263 / m^2,3263,45.4958093,9.1510786
€ 2.450.000,300 m²,"Appartamento corso Sempione 62, Sempione, Milano",€8167 / m^2,8167,45.4837987,9.1626878
€ 460.000,85 m²,"Trilocale via Vincenzo Civerchio 11, Zara, Milano",€5412 / m^2,5412,45.4916461,9.1876155
€ 305.000,54 m²,"Bilocale via Giovanni Livraghi, Precotto, Milano",€5648 / m^2,5648,45.5162244,9.2207115
€ 570.000,96 m²,"Trilocale via Paolo Uccello 4, Monte Rosa - Lotto, Milano",€5938 / m^2,5938,45.481815,9.147983
€ 375.000,50 m²,"Bilocale viale Abruzzi 16, Città Studi, Milano",€7500 / m^2,7500,45.4802135,9.2190875
€ 335.000,60 m²,"Monolocale via San Senatore 5, Missori, Milano",€5583 / m^2,5583,45.4594286,9.1897217
€ 295.000,65 m²,"Bilocale via Gallura 5, Ripamonti, Milano",€4538 / m^2,4538,45.4374361,9.1997294
€ 502.000,86 m²,"Trilocale via Orio Vergani 15, Maggiolina, Milano",€5837 / m^2,5837,45.5018445,9.2031063
€ 295.000,62 m²,"Bilocale via Ambrogio Alciati 5, Bande Nere, Milano",€4758 / m^2,4758,45.4591276,9.137156
€ 365.000,95 m²,"Trilocale via Voltri 28, Cantalupa - San Paolo, Milano",€3842 / m^2,3842,45.4338504,9.1542687
€ 315.000,95 m²,"Loft via Bezzecca 6, Montenero, Milano",€3316 / m^2,3316,45.4608159,9.2100371
"€ 1.950.000€ 2.080.000(-6,3%)",172 m²,"Appartamento via Aristide De Togni, San Vittore, Milano",€11337 / m^2,11337,45.4681819,9.1763205
€ 1.800.000,190 m²,"Appartamento piazza Giovanni Amendola, Amendola - Buonarroti, Milano",€9474 / m^2,9474,45.4735619,9.151326
€ 280.000,45 m²,"Bilocale piazzale Medaglie d'Oro, Porta Romana - Medaglie d'Oro, Milano",€6222 / m^2,6222,45.4507419,9.2036085
€ 403.000,70 m²,"Bilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€5757 / m^2,5757,45.5094144,9.1029024
€ 940.000,100 m²,"Attico corso Vercelli, Vercelli - Wagner, Milano",€9400 / m^2,9400,45.4651447,9.1566025
€ 219.000,63 m²,"Bilocale via Matteo Civitali 46, San Siro, Milano",€3476 / m^2,3476,45.4714059,9.1352716
€ 1.047.000,171 m²,"Quadrilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€6123 / m^2,6123,45.5094631,9.1032535
€ 408.500,69 m²,"Bilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€5920 / m^2,5920,45.5094144,9.1029024
€ 904.500,138 m²,"Trilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€6554 / m^2,6554,45.5094144,9.1029024
€ 373.000,64 m²,"Bilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€5828 / m^2,5828,45.509396,9.102566
€ 1.261.000,183 m²,"Quadrilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€6891 / m^2,6891,45.5094631,9.1032535
€ 875.500,134 m²,"Quadrilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€6534 / m^2,6534,45.5094631,9.1032535
€ 379.500,65 m²,"Bilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€5838 / m^2,5838,45.5093238,9.1032126
€ 1.071.000,173 m²,"Quadrilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€6191 / m^2,6191,45.5093909,9.1031305
€ 1.107.000,169 m²,"Quadrilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€6550 / m^2,6550,45.5094144,9.1029024
€ 581.000,98 m²,"Trilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€5929 / m^2,5929,45.509073,9.1033176
€ 198.000,60 m²,"Trilocale via Senigallia 11, Bruzzano, Milano",€3300 / m^2,3300,45.5311514,9.1703924
da € 321.500,da 68 m²,Appartamenti di nuova costruzione a Milano,€4728 / m^2,4728,41.29085,12.71216
€ 1.600.000,226 m²,"Appartamento via Luigi Razza 3, Repubblica, Milano",€7080 / m^2,7080,45.4803006,9.2004613
€ 395.000,76 m²,"Bilocale via Soffredini 47, Precotto, Milano",€5197 / m^2,5197,45.5076711,9.2238451
€ 195.000,40 m²,"Bilocale via Paolo Paruta 62, Cimiano, Milano",€4875 / m^2,4875,45.5045365,9.239492
€ 890.000,175 m²,"Appartamento via dei Rospigliosi, San Siro, Milano",€5086 / m^2,5086,45.4757446,9.1291472
€ 659.000,123 m²,"Appartamento via Ippolito Rosellini 8, Isola, Milano",€5358 / m^2,5358,45.4889093,9.1943786
€ 750.000,35 m²,"Bilocale Galleria Pattari 2, Duomo, Milano",€21429 / m^2,21429,45.4642829,9.1928598
€ 859.000,114 m²,"Trilocale Alzaia Naviglio Grande, 46, 20144 Milano Italia, Navigli - Darsena, Milano",€7535 / m^2,7535,45.4514021,9.1715847
€ 560.000,90 m²,"Trilocale viale Cirene 22, Porta Romana - Medaglie d'Oro, Milano",€6222 / m^2,6222,45.4524216,9.2080808
€ 410.000,70 m²,"Trilocale viale Bacchiglione 12, Corvetto, Milano",€5857 / m^2,5857,45.4428275,9.2210345
€ 1.690.000,250 m²,"Quadrilocale via Giuseppe Edoardo Arimondi 39, Ghisolfa - Mac Mahon, Milano",€6760 / m^2,6760,45.4918825,9.1575614
€ 898.000,152 m²,"Trilocale via Orio Vergani 21, Maggiolina, Milano",€5908 / m^2,5908,45.5023467,9.2029396
€ 440.000,88 m²,"Trilocale via Bonaventura Zumbini 46, Barona, Milano",€5000 / m^2,5000,45.4409319,9.1569446
€ 655.000,118 m²,"Trilocale via Vivarini 5, Pezzotti - Meda, Milano",€5551 / m^2,5551,33.7282667,-112.2009088
€ 1.600.000,186 m²,"Appartamento via del Burchiello, Vercelli - Wagner, Milano",€8602 / m^2,8602,45.4793516,9.167587
€ 399.000,78 m²,"Trilocale via Bernardino Bellincione 15, Udine, Milano",€5115 / m^2,5115,45.7941127,11.2652024
€ 220.000,60 m²,"Bilocale via Lodovico il Moro 135, Tre Castelli - Faenza, Milano",€3667 / m^2,3667,44.8581511,10.524067
€ 508.000,119 m²,"Quadrilocale piazza Tirana 24, Giambellino, Milano",€4269 / m^2,4269,45.4429615,9.128383
€ 550.000,102 m²,"Quadrilocale via Ettore Ponti 25, Barona, Milano",€5392 / m^2,5392,45.4424164,9.1559351
€ 251.500,74 m²,"Bilocale via Barnaba Oriani 58/60, Certosa, Milano",€3399 / m^2,3399,45.5009102,9.1330361
€ 1.479.400,174 m²,"Quadrilocale via del Fusaro 8, Washington, Milano",€8502 / m^2,8502,45.4610841,9.1519512
€ 395.000,90 m²,"Trilocale via Eugenio Villoresi 16, Navigli - Darsena, Milano",€4389 / m^2,4389,45.447633,9.1629182
€ 395.000,125 m²,"Trilocale via del Tago 12, Bruzzano, Milano",€3160 / m^2,3160,45.5253553,9.170359
€ 559.500,128 m²,"Quadrilocale via Barona 31, Cantalupa - San Paolo, Milano",€4371 / m^2,4371,45.4336313,9.1517931
€ 630.000,122 m²,"Quadrilocale via Aicardo 2, Pezzotti - Meda, Milano",€5164 / m^2,5164,45.4428975,9.1845983
€ 2.900.000,230 m²,"Appartamento viale Bianca Maria, Piave - Tricolore, Milano",€12609 / m^2,12609,45.4692232,9.2065181
€ 1.790.000,250 m²,"Attico via degli Artigianelli 3, Dergano, Milano",€7160 / m^2,7160,45.5000953,9.1872414
€ 980.000,220 m²,"Appartamento via degli Odescalchi, San Siro, Milano",€4455 / m^2,4455,45.4764501,9.1380987
€ 1.195.000,134 m²,"Trilocale via del Fusaro 8, Washington, Milano",€8918 / m^2,8918,45.4610841,9.1519512
€ 288.000,80 m²,"Trilocale via Trasimeno 40, Quartiere Adriano, Milano",€3600 / m^2,3600,45.5148537,9.2497611
€ 1.095.000,170 m²,"Quadrilocale piazza Leonardo da Vinci 10, Città Studi, Milano",€6441 / m^2,6441,45.4772953,9.225493
da € 259.000,da 40 m²,Appartamenti di nuova costruzione a Milano,€6475 / m^2,6475,41.9455546,11.6786466
€ 1.450.000,240 m²,"Appartamento corso 22 Marzo 57, Plebisciti - Susa, Milano",€6042 / m^2,6042,45.4623201,9.2221313
€ 645.000,115 m²,"Trilocale via Patroclo 19/21, San Siro, Milano",€5609 / m^2,5609,45.4820784,9.1186627
€ 2.200.000,184 m²,"Quadrilocale via Lorenzo Mascheroni, Pagano, Milano",€11957 / m^2,11957,45.470649,9.1645573
€ 450.000,65 m²,"Bilocale via Mauro Macchi 61, Centrale, Milano",€6923 / m^2,6923,45.4848743,9.208018
€ 650.000,125 m²,"Quadrilocale via Andrea Ponti, Barona, Milano",€5200 / m^2,5200,45.4435419,9.1663318
€ 708.000,85 m²,"Appartamento via Pietro Azario 1, San Vittore, Milano",€8329 / m^2,8329,45.4597607,9.1688023
€ 335.000,58 m²,"Bilocale via Jacopo Palma 35, Piazzale Siena, Milano",€5776 / m^2,5776,45.4647558,9.1405306
€ 420.000,85 m²,"Trilocale via Umberto Masotto 30, Argonne - Corsica, Milano",€4941 / m^2,4941,43.414946,9.0516885
€ 370.000,85 m²,"Trilocale viale Certosa 303, Cascina Merlata - Musocco, Milano",€4353 / m^2,4353,45.5087747,9.1089588
€ 790.000,79 m²,"Trilocale ottimo stato, quinto piano, Centrale, Milano",€10000 / m^2,10000,45.4857862,9.2042456
€ 750.000,67 m²,"Bilocale via Filippo Corridoni 7, Palestro, Milano",€11194 / m^2,11194,45.4636573,9.2008333
€ 405.000,105 m²,"Trilocale via Virgilio Ferrari 25, Vigentino - Fatima, Milano",€3857 / m^2,3857,45.4322953,9.194314
€ 737.000,135 m²,"Trilocale via Bonaventura Zumbini, Barona, Milano",€5459 / m^2,5459,45.4410123,9.1569404
€ 228.000,57 m²,"Bilocale via Novara 141, San Carlo, Milano",€4000 / m^2,4000,45.474764,9.1154933
€ 865.000,166 m²,"Quadrilocale via Orio Vergani 21, Maggiolina, Milano",€5211 / m^2,5211,45.5023467,9.2029396
€ 620.000,112 m²,"Appartamento via Luigi Vanvitelli 41, Città Studi, Milano",€5536 / m^2,5536,45.4736881,9.2212252
€ 245.000,59 m²,"Bilocale via Dessiè, 15, 20153 Milano Italia, San Siro, Milano",€4153 / m^2,4153,45.4760009,9.1221443
€ 298.000,58 m²,"Bilocale via Tavazzano 10, Certosa, Milano",€5138 / m^2,5138,45.492819,9.1484681
€ 1.000.000,113 m²,"Trilocale via Procopio 1, Washington, Milano",€8850 / m^2,8850,45.4606084,9.1546235
€ 260.000,65 m²,"Bilocale via Padova 93, Turro, Milano",€4000 / m^2,4000,45.4968027,9.2349279
€ 560.000,84 m²,"Trilocale via Rodolfo Farneti 10, Buenos Aires, Milano",€6667 / m^2,6667,45.4793912,9.2161711
€ 500.000,125 m²,"Trilocale via Goffredo Mameli 46, Indipendenza, Milano",€4000 / m^2,4000,45.4632258,9.2132687
€ 1.190.000,180 m²,"Quadrilocale via Plinio, Morgagni, Milano",€6611 / m^2,6611,45.4794273,9.2130006
€ 299.000,61 m²,"Bilocale via Monti Sabini 11, Vigentino - Fatima, Milano",€4902 / m^2,4902,45.4295024,9.2014141
€ 1.120.000,103 m²,"Bilocale via Solferino 33, Moscova, Milano",€10874 / m^2,10874,45.4780606,9.1878353
€ 330.000,120 m²,"Quadrilocale via Giuditta Pasta 81, Niguarda, Milano",€2750 / m^2,2750,45.5237327,9.1796323
€ 682.000,121 m²,"Quadrilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€5636 / m^2,5636,45.5093909,9.1031305
€ 545.000,123 m²,"Quadrilocale via Bruno Cassinari 6, Santa Giulia, Milano",€4431 / m^2,4431,45.4361235,9.2412518
€ 1.320.000,155 m²,"Appartamento via Giacomo Leopardi 24, Vincenzo Monti, Milano",€8516 / m^2,8516,45.4688487,9.173095
€ 730.000,147 m²,"Trilocale via Messina 47, Cenisio, Milano",€4966 / m^2,4966,45.4879882,9.1717854
€ 980.000,165 m²,"Quadrilocale via Pinturicchio 5, Città Studi, Milano",€5939 / m^2,5939,45.4758317,9.2208963
€ 344.000,43 m²,"Bilocale via Vigevano 35, Navigli - Darsena, Milano",€8000 / m^2,8000,45.4540856,9.1626823
€ 550.000,65 m²,"Bilocale via Alfonso La Marmora, Quadronno - Crocetta, Milano",€8462 / m^2,8462,45.4535475,9.191739
€ 275.000,55 m²,"Bilocale via Flavio Stilicone 31, Cenisio, Milano",€5000 / m^2,5000,45.4627338,9.1777323
da € 799.000,da 93 m²,Appartamenti e Attici di nuova costruzione a Milano,€8591 / m^2,8591,45.4627338,9.1777323
€ 710.000,185 m²,"Appartamento via Vallazze, Città Studi, Milano",€3838 / m^2,3838,45.4609566,9.2170676
€ 180.000,45 m²,"Bilocale via Polidoro da Caravaggio 32, Certosa, Milano",€4000 / m^2,4000,45.5007522,9.1354404
€ 365.000,73 m²,"Bilocale via Giovanni Paisiello 22, Città Studi, Milano",€5000 / m^2,5000,45.4760183,9.1799893
€ 149.000,50 m²,"Monolocale via Siro Taddei 2, Baggio, Milano",€2980 / m^2,2980,45.4662892,9.0904119
da € 360.000,da 65 m²,Appartamenti di nuova costruzione a Milano,€5538 / m^2,5538,41.9455546,11.6786466
€ 237.000,50 m²,"Bilocale via Trasimeno 18, Quartiere Adriano, Milano",€4740 / m^2,4740,45.5139695,9.2476044
€ 1.490.000,206 m²,"Appartamento via San Martino, Ticinese, Milano",€7233 / m^2,7233,45.4550642,9.1814469
€ 239.000,70 m²,"Trilocale viale Aretusa 17, San Siro, Milano",€3414 / m^2,3414,45.4685406,9.1375599
€ 660.000,100 m²,"Trilocale corso Buenos Aires 56, Buenos Aires, Milano",€6600 / m^2,6600,45.477637,9.2117122
€ 470.000,80 m²,"Trilocale via Erasmo Boschetti 2, Maggiolina, Milano",€5875 / m^2,5875,45.4940361,9.1984212
da € 1.190.000,da 177 m²,Appartamenti di nuova costruzione a Milano,€6723 / m^2,6723,41.9455546,11.6786466
"€ 599.000€ 660.000(-9,2%)",115 m²,"Trilocale via Alfredo Catalani 57, Casoretto, Milano",€5209 / m^2,5209,45.4871919,9.2244948
€ 340.000,77 m²,"Bilocale via Sebino 3, Martini - Insubria, Milano",€4416 / m^2,4416,45.4518901,9.2207961
€ 615.000,124 m²,"Quadrilocale via Benaco 8, Lodi - Brenta, Milano",€4960 / m^2,4960,45.4439934,9.2118583
€ 650.000,120 m²,"Trilocale piazzale Medaglie d'Oro, Porta Romana - Medaglie d'Oro, Milano",€5417 / m^2,5417,45.4507419,9.2036085
€ 430.000,90 m²,"Bilocale viale Sarca 45, Ca' Granda, Milano",€4778 / m^2,4778,45.5056137,9.2023925
€ 339.000,61 m²,"Bilocale viale Marche 101, Farini, Milano",€5557 / m^2,5557,45.493914,9.1853451
€ 400.000,50 m²,"Bilocale via Pola 6, Isola, Milano",€8000 / m^2,8000,45.4903695,9.1924884
€ 357.000,80 m²,"Bilocale via Pietro Marocco 5, Pasteur, Milano",€4462 / m^2,4462,45.4891555,9.2129647
€ 519.000,100 m²,"Trilocale via Ambrogio da Fossano Bergognone 13, Solari, Milano",€5190 / m^2,5190,45.4557208,9.1627405
€ 469.000,85 m²,"Trilocale viale Lombardia, Casoretto, Milano",€5518 / m^2,5518,45.4857985,9.2244433
€ 3.250.000,310 m²,"Appartamento piazza del Liberty, Duomo, Milano",€10484 / m^2,10484,45.4617694,9.1884174
€ 807.000,164 m²,"Trilocale piazza Ovidio 4, Viale Ungheria - Mecenate, Milano",€4921 / m^2,4921,45.4524337,9.2465092
€ 620.000,103 m²,"Trilocale via Luigi Settembrini 27, Centrale, Milano",€6019 / m^2,6019,45.4828331,9.2068528
€ 740.000,114 m²,"Trilocale via Perugino 27, Cadore, Milano",€6491 / m^2,6491,45.4580922,9.2128354
€ 335.000,62 m²,"Bilocale via Antonio Carnevali 43/a, Dergano, Milano",€5403 / m^2,5403,45.4811793,9.1890759
€ 196.000,50 m²,"Bilocale via Chianciano 6, Affori, Milano",€3920 / m^2,3920,45.5147429,9.1761502
€ 222.000,55 m²,"Bilocale via Sella Nuova 10, Bisceglie, Milano",€4036 / m^2,4036,45.4571963,9.111391
€ 1.200.000,175 m²,"Quadrilocale via Bonaventura Zumbini, Famagosta, Milano",€6857 / m^2,6857,45.4409875,9.1571592
€ 220.000,40 m²,"Monolocale largo Promessi Sposi 9, Cantalupa - San Paolo, Milano",€5500 / m^2,5500,45.4344234,9.1734293
€ 518.000,100 m²,"Trilocale via Sansovino 1, Città Studi, Milano",€5180 / m^2,5180,45.4765075,9.2142651
€ 669.000,146 m²,"Quadrilocale via Leonardo Bistolfi 31, Lambrate, Milano",€4582 / m^2,4582,45.4750738,9.2441012
€ 1.600.000,210 m²,"Appartamento piazza Vesuvio 14, Dezza, Milano",€7619 / m^2,7619,45.4600354,9.1598922
€ 230.000,60 m²,"Bilocale largo Promessi Sposi, Cantalupa - San Paolo, Milano",€3833 / m^2,3833,45.4607269,9.1121501
€ 855.000,112 m²,"Trilocale via Adamello 10, Ripamonti, Milano",€7634 / m^2,7634,45.4424564,9.2027239
€ 279.000,76 m²,"Bilocale via Negroli 8, Argonne - Corsica, Milano",€3671 / m^2,3671,45.4796215,9.2267073
€ 780.000,125 m²,"Trilocale viale Monte Nero 5, Porta Romana - Medaglie d'Oro, Milano",€6240 / m^2,6240,45.4539722,9.2036964
€ 348.000,75 m²,"Trilocale via Caccialepori 16, San Siro, Milano",€4640 / m^2,4640,45.468523,9.1435627
€ 370.000,67 m²,"Trilocale via Alfonso Capecelatro 22, San Siro, Milano",€5522 / m^2,5522,45.4709825,9.1304122
€ 737.000,92 m²,"Trilocale viale Monte Nero 10, Porta Romana - Medaglie d'Oro, Milano",€8011 / m^2,8011,45.4563155,9.20707
€ 459.000,68 m²,"Bilocale via Gian Antonio Boltraffio 18, Farini, Milano",€6750 / m^2,6750,45.4866863,9.1857405
€ 939.000,129 m²,"Quadrilocale largo Domodossola 7, Sempione, Milano",€7279 / m^2,7279,45.4801902,9.1605919
€ 937.000,114 m²,"Trilocale corso di Porta Nuova 22/24, Turati, Milano",€8219 / m^2,8219,45.4751198,9.191793
€ 899.000,110 m²,"Bilocale corso di Porta Nuova 22/24, Turati, Milano",€8173 / m^2,8173,45.2843511,8.4471813
€ 849.000,96 m²,"Trilocale via San Cristoforo 6, Piazza Napoli, Milano",€8844 / m^2,8844,45.4514813,9.1544477
€ 560.000,80 m²,"Trilocale via Guido Guinizelli 4, Pasteur, Milano",€7000 / m^2,7000,45.4894541,9.2197123
€ 239.000,85 m²,"Trilocale via Privata Atene 5, Cimiano, Milano",€2812 / m^2,2812,45.4981996,9.233609
€ 705.000,146 m²,"Attico via Leonardo Bistolfi 31, Lambrate, Milano",€4829 / m^2,4829,45.4744747,9.2433635
€ 464.000,98 m²,"Trilocale via Leonardo Bistolfi 31, Lambrate, Milano",€4735 / m^2,4735,45.4744747,9.2433635
€ 685.000,155 m²,"Quadrilocale via Passo di Brizio 4, San Siro, Milano",€4419 / m^2,4419,45.4727872,9.122564
€ 387.000,88 m²,"Trilocale via Bernardo da Canal 33, Affori, Milano",€4398 / m^2,4398,45.5147149,9.1705398
€ 1.110.000,132 m²,"Trilocale via Adamello, Ripamonti, Milano",€8409 / m^2,8409,45.4333155,9.2012768
€ 1.337.000,161 m²,"Quadrilocale via Adamello, Ripamonti, Milano",€8304 / m^2,8304,45.4419966,9.2013375
€ 268.000,95 m²,"Trilocale via Castrovillari, Baggio, Milano",€2821 / m^2,2821,45.4605858,9.0958713
€ 630.000,86 m²,"Trilocale via Lario 13, Zara, Milano",€7326 / m^2,7326,45.4928178,9.1914638
€ 900.000,170 m²,"Appartamento via Fratelli Pozzi 4, Gorla, Milano",€5294 / m^2,5294,45.5042268,9.2231963
€ 431.000,94 m²,"Trilocale via Ponte Nuovo 51, Ponte Nuovo, Milano",€4585 / m^2,4585,45.5083419,9.237717
€ 370.000,51 m²,"Bilocale via Eugenio Villoresi 11, Navigli - Darsena, Milano",€7255 / m^2,7255,45.4479506,9.1630104
€ 1.432.000,181 m²,"Quadrilocale via Luigi Mangiagalli 3, Città Studi, Milano",€7912 / m^2,7912,45.4744151,9.2244694
€ 419.000,75 m²,"Trilocale via Adeodato Ressi 5, Maggiolina, Milano",€5587 / m^2,5587,45.4952017,9.2063194
€ 200.000,55 m²,"Bilocale via Privata Giovanni Battista Prandina 11, Ponte Nuovo, Milano",€3636 / m^2,3636,45.5053108,9.2416067
da € 334.000,da 83 m²,Appartamenti di nuova costruzione a Milano,€4024 / m^2,4024,42.1580306,12.4949324
€ 298.000,67 m²,"Trilocale via Palmanova 91, Cimiano, Milano",€4448 / m^2,4448,45.5085234,9.2516211
€ 340.000,73 m²,"Bilocale via Giovanni Meli 26, Crescenzago, Milano",€4658 / m^2,4658,45.5053493,9.2396489
€ 155.000,55 m²,"Bilocale via Privata Giovanni Battista Prandina 11, Ponte Nuovo, Milano",€2818 / m^2,2818,45.5053108,9.2416067
da € 615.000,da 84 m²,Appartamenti e Attici di nuova costruzione a Milano,€7321 / m^2,7321,45.4627338,9.1777323
€ 999.000,209 m²,"Appartamento via Martino Lutero 5, Precotto, Milano",€4780 / m^2,4780,45.5125362,9.2196016
€ 485.000,96 m²,"Trilocale via Giovanni Meli 26, Crescenzago, Milano",€5052 / m^2,5052,45.5053493,9.2396489
€ 880.000,131 m²,"Quadrilocale via Orio Vergani 13, Maggiolina, Milano",€6718 / m^2,6718,45.5016382,9.2028651
€ 668.000,93 m²,"Trilocale via André-Marie Ampère 30, Città Studi, Milano",€7183 / m^2,7183,45.4820396,9.2267386
€ 543.000,123 m²,"Trilocale via Giovanni Meli 26, Crescenzago, Milano",€4415 / m^2,4415,45.5053493,9.2396489
€ 3.200.000,285 m²,"Quadrilocale via Joe Colombo 12, Porta Nuova, Milano",€11228 / m^2,11228,45.4816018,9.1936272
€ 2.700.000,265 m²,"Quadrilocale via Senofonte 5, City Life, Milano",€10189 / m^2,10189,45.4751364,9.1580575
€ 2.100.000,206 m²,"Appartamento via Ugo Iginio Tarchetti 1, Porta Nuova, Milano",€10194 / m^2,10194,45.4770686,9.1968233
€ 240.000,49 m²,"Bilocale via Marco Aurelio 39, Parco Trotter, Milano",€4898 / m^2,4898,45.4934083,9.2224017
€ 1.250.000,190 m²,"Appartamento via Leon Battista Alberti 5, Sempione, Milano",€6579 / m^2,6579,45.4836482,9.1584905
€ 776.000,118 m²,"Trilocale via dei Rospigliosi 41, San Siro, Milano",€6576 / m^2,6576,45.4760239,9.1277604
€ 380.000,73 m²,"Bilocale piazza Ovidio 4, Viale Ungheria - Mecenate, Milano",€5205 / m^2,5205,45.4524337,9.2465092
€ 570.000,170 m²,"Quadrilocale piazza Ernesto De Angeli, De Angeli, Milano",€3353 / m^2,3353,45.4571697,9.1632441
€ 910.000,147 m²,"Quadrilocale via Luigi Mangiagalli 3, Città Studi, Milano",€6190 / m^2,6190,45.4744151,9.2244694
€ 235.000,60 m²,"Bilocale via Privata Giovanni Battista Prandina 11, Ponte Nuovo, Milano",€3917 / m^2,3917,45.5053108,9.2416067
€ 430.000,63 m²,"Bilocale via Eugenio Villoresi 11, Navigli - Darsena, Milano",€6825 / m^2,6825,45.4479506,9.1630104
€ 885.000,97 m²,"Trilocale via San Vito 24, Carrobbio, Milano",€9124 / m^2,9124,45.4599849,9.1818745
€ 1.250.000,168 m²,"Quadrilocale viale Piceno 2, Plebisciti - Susa, Milano",€7440 / m^2,7440,45.468175,9.2182737
€ 3.988.000,409 m²,"Villa unifamiliare via Trezzo d'Adda 14, Solari, Milano",€9751 / m^2,9751,45.4560046,9.1566799
€ 240.000,51 m²,"Bilocale via Ugo Tognazzi 15, Quartiere Adriano, Milano",€4706 / m^2,4706,45.5185656,9.2388674
€ 995.000,175 m²,"Attico via Pistrucci, Martini - Insubria, Milano",€5686 / m^2,5686,45.4547375,9.2177578
da € 386.560,da 64 m²,Appartamenti di nuova costruzione a Milano,€6040 / m^2,6040,41.9455546,11.6786466
€ 993.000,150 m²,"Quadrilocale via Savona 134, Giambellino, Milano",€6620 / m^2,6620,45.4517589,9.1563521
€ 1.239.000,144 m²,"Quadrilocale via André-Marie Ampère 30, Città Studi, Milano",€8604 / m^2,8604,45.4820396,9.2267386
€ 508.000,96 m²,"Trilocale via Pier Paolo Pasolini 3, Cascina Merlata - Musocco, Milano",€5292 / m^2,5292,45.5092891,9.1024951
€ 676.000,95 m²,"Trilocale via Eugenio Villoresi 11, Navigli - Darsena, Milano",€7116 / m^2,7116,45.4479506,9.1630104
€ 561.000,75 m²,"Trilocale via Luigi Mangiagalli 3, Città Studi, Milano",€7480 / m^2,7480,45.4744151,9.2244694
€ 330.000,66 m²,"Bilocale via Giovanni Battista Piranesi 21, Porta Vittoria, Milano",€5000 / m^2,5000,45.4606021,9.2279097
